Creation Time: 2021_5_5-14-4-6
14-4-6 | [INFO] SafeZoneCore - Started !
14-4-6 | [INFO] TraderPlus file exist ! loading...
14-4-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
14-4-6 | [INFO] TraderPlus file exist ! loading...
14-4-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
14-4-6 | [INFO] TraderPlus file exist ! loading...
14-4-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
14-4-6 | [INFO] CheckForSpacesToRemove - Started
14-4-6 | [INFO] CheckForSpacesToRemove - Ended
14-4-6 | [INFO] TraderPlus file exist ! loading...
14-4-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
14-4-6 | [INFO] TraderPlusServer - Started
14-4-6 | [INFO] TraderPlusBankingCore - Started !
14-4-6 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.json
14-4-6 | [INFO] TraderPlusBankingServer - Started
14-4-6 | [INFO] CarLockCore - Started !
14-4-6 | [INFO] CarLockServer - Started
14-4-21 | [INFO] ID_count: 5
14-4-21 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_0.json
14-4-21 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_1.json
14-4-21 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_2.json
14-4-21 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_3.json
14-4-21 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_4.json
14-4-21 | [INFO] obj created: bldr_sign_rail_platformend
14-4-21 | [INFO] TraderBuilding created and added!: 
14-4-21 | [INFO] obj created: bldr_sign_rail_platformend
14-4-21 | [INFO] TraderBuilding created and added!: 
14-4-21 | [INFO] obj created: bldr_sign_rail_platformend
14-4-21 | [INFO] TraderBuilding created and added!: 
14-4-21 | [INFO] obj created: bldr_sign_rail_platformend
14-4-21 | [INFO] TraderBuilding created and added!: 
14-5-0 | [INFO] 76561198016874355
14-5-0 | [INFO] false
14-7-50 | [INFO] 76561198089381719
14-7-50 | [INFO] false
14-10-8 | [INFO] 76561198030377081
14-10-8 | [INFO] false
14-12-59 | [INFO] 76561198036774377
14-12-59 | [INFO] false
14-13-5 | [INFO] GetSafeStatut | Playername:BnYrB TradZoneName:Trader Statut:true
14-13-39 | [INFO] GetSafeStatut | Playername:BnYrB TradZoneName:Trader Statut:false
14-29-59 | [INFO] GetSafeStatut | Playername:BnYrB TradZoneName:Trader Statut:true
15-5-10 | [INFO] 76561198415328221
15-5-10 | [INFO] false
15-16-2 | [INFO] 76561198030377081
15-16-2 | [INFO] false
15-17-40 | [INFO] 76561198089381719
15-17-40 | [INFO] false
15-28-10 | [INFO] 76561198089381719
15-28-10 | [INFO] false
15-55-34 | [INFO] 76561198089381719
15-55-34 | [INFO] false
15-57-17 | [INFO] 76561199110559459
15-57-17 | [INFO] false
15-58-4 | [INFO] 76561198089381719
15-58-4 | [INFO] false
16-1-42 | [INFO] 76561198089381719
16-1-42 | [INFO] false
16-13-23 | [INFO] 76561198089381719
16-13-23 | [INFO] false
16-23-59 | [INFO] 76561198089381719
16-23-59 | [INFO] false
16-33-7 | [INFO] 76561198089381719
16-33-7 | [INFO] false
16-37-55 | [INFO] 76561198089381719
16-37-55 | [INFO] false
19-23-11 | [INFO] 76561199063202968
19-23-11 | [INFO] false
19-27-43 | [INFO] 76561198829512119
19-27-43 | [INFO] false
19-55-8 | [INFO] 76561199110559459
19-55-8 | [INFO] false
20-1-48 | [INFO] 76561199110559459
20-1-48 | [INFO] false
20-24-24 | [INFO] 76561199017399567
20-24-24 | [INFO] false
20-32-0 | [INFO] 76561199017399567
20-32-0 | [INFO] false
20-40-39 | [INFO] 76561199063202968
20-40-39 | [INFO] false
21-30-18 | [INFO] 76561199063202968
21-30-18 | [INFO] false
23-36-45 | [INFO] 76561199110559459
23-36-45 | [INFO] false
2-16-41 | [INFO] 76561198089381719
2-16-41 | [INFO] false
