Creation Time: 2021_5_21-12-2-5
12-2-5 | [INFO] SafeZoneCore - Started !
12-2-5 | [INFO] TraderPlus file exist ! loading...
12-2-5 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
12-2-5 | [INFO] TraderPlus file exist ! loading...
12-2-5 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
12-2-5 | [INFO] TraderPlus file exist ! loading...
12-2-5 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
12-2-5 | [INFO] CheckForSpacesToRemove - Started
12-2-5 | [INFO] CheckForSpacesToRemove - Ended
12-2-5 | [INFO] TraderPlus file exist ! loading...
12-2-5 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
12-2-5 | [INFO] TraderPlusServer - Started
12-2-5 | [INFO] TraderPlusBankingCore - Started !
12-2-5 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.json
12-2-5 | [INFO] TraderPlusBankingServer - Started
12-2-6 | [INFO] CarLockCore - Started !
12-2-6 | [INFO] CarLockServer - Started
12-2-10 | [INFO] ID_count: 5
12-2-10 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_0.json
12-2-10 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_1.json
12-2-10 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_2.json
12-2-10 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_3.json
12-2-10 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_4.json
12-2-10 | [INFO] obj created: bldr_sign_rail_platformend
12-2-10 | [INFO] TraderBuilding created and added!: 
12-2-10 | [INFO] obj created: bldr_sign_rail_platformend
12-2-10 | [INFO] TraderBuilding created and added!: 
12-2-10 | [INFO] obj created: bldr_sign_rail_platformend
12-2-10 | [INFO] TraderBuilding created and added!: 
12-2-10 | [INFO] obj created: bldr_sign_rail_platformend
12-2-10 | [INFO] TraderBuilding created and added!: 
