Creation Time: 2021_5_6-16-43-5
16-43-5 | [INFO] SafeZoneCore - Started !
16-43-5 | [INFO] TraderPlus file exist ! loading...
16-43-5 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
16-43-5 | [INFO] TraderPlus file exist ! loading...
16-43-5 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
16-43-5 | [INFO] TraderPlus file exist ! loading...
16-43-5 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
16-43-5 | [INFO] CheckForSpacesToRemove - Started
16-43-5 | [INFO] CheckForSpacesToRemove - Ended
16-43-5 | [INFO] TraderPlus file exist ! loading...
16-43-5 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
16-43-5 | [INFO] TraderPlusServer - Started
16-43-5 | [INFO] TraderPlusBankingCore - Started !
16-43-5 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.json
16-43-5 | [INFO] TraderPlusBankingServer - Started
16-43-5 | [INFO] CarLockCore - Started !
16-43-5 | [INFO] CarLockServer - Started
16-43-19 | [INFO] ID_count: 5
16-43-19 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_0.json
16-43-19 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_1.json
16-43-19 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_2.json
16-43-19 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_3.json
16-43-19 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_4.json
16-43-19 | [INFO] obj created: bldr_sign_rail_platformend
16-43-19 | [INFO] TraderBuilding created and added!: 
16-43-19 | [INFO] obj created: bldr_sign_rail_platformend
16-43-19 | [INFO] TraderBuilding created and added!: 
16-43-19 | [INFO] obj created: bldr_sign_rail_platformend
16-43-19 | [INFO] TraderBuilding created and added!: 
16-43-19 | [INFO] obj created: bldr_sign_rail_platformend
16-43-19 | [INFO] TraderBuilding created and added!: 
16-45-41 | [INFO] 76561198036774377
16-45-41 | [INFO] false
