Creation Time: 2021_5_8-1-41-4
1-41-4 | [INFO] SafeZoneCore - Started !
1-41-4 | [INFO] TraderPlus file exist ! loading...
1-41-4 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
1-41-4 | [INFO] TraderPlus file exist ! loading...
1-41-4 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
1-41-4 | [INFO] TraderPlus file exist ! loading...
1-41-4 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
1-41-4 | [INFO] CheckForSpacesToRemove - Started
1-41-4 | [INFO] CheckForSpacesToRemove - Ended
1-41-4 | [INFO] TraderPlus file exist ! loading...
1-41-4 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
1-41-4 | [INFO] TraderPlusServer - Started
1-41-4 | [INFO] TraderPlusBankingCore - Started !
1-41-4 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.json
1-41-4 | [INFO] TraderPlusBankingServer - Started
1-41-4 | [INFO] CarLockCore - Started !
1-41-4 | [INFO] CarLockServer - Started
1-41-17 | [INFO] ID_count: 5
1-41-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_0.json
1-41-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_1.json
1-41-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_2.json
1-41-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_3.json
1-41-17 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_4.json
1-41-17 | [INFO] obj created: bldr_sign_rail_platformend
1-41-17 | [INFO] TraderBuilding created and added!: 
1-41-17 | [INFO] obj created: bldr_sign_rail_platformend
1-41-17 | [INFO] TraderBuilding created and added!: 
1-41-17 | [INFO] obj created: bldr_sign_rail_platformend
1-41-17 | [INFO] TraderBuilding created and added!: 
1-41-17 | [INFO] obj created: bldr_sign_rail_platformend
1-41-17 | [INFO] TraderBuilding created and added!: 
