Creation Time: 2021_5_9-14-5-0
14-5-0 | [INFO] SafeZoneCore - Started !
14-5-0 | [INFO] TraderPlus file exist ! loading...
14-5-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
14-5-0 | [INFO] TraderPlus file exist ! loading...
14-5-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
14-5-0 | [INFO] TraderPlus file exist ! loading...
14-5-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
14-5-0 | [INFO] CheckForSpacesToRemove - Started
14-5-0 | [INFO] CheckForSpacesToRemove - Ended
14-5-0 | [INFO] TraderPlus file exist ! loading...
14-5-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
14-5-0 | [INFO] TraderPlusServer - Started
14-5-0 | [INFO] TraderPlusBankingCore - Started !
14-5-0 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.json
14-5-0 | [INFO] TraderPlusBankingServer - Started
14-5-0 | [INFO] CarLockCore - Started !
14-5-0 | [INFO] CarLockServer - Started
14-5-13 | [INFO] ID_count: 5
14-5-13 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_0.json
14-5-13 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_1.json
14-5-13 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_2.json
14-5-13 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_3.json
14-5-13 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_4.json
14-5-13 | [INFO] obj created: bldr_sign_rail_platformend
14-5-13 | [INFO] TraderBuilding created and added!: 
14-5-13 | [INFO] obj created: bldr_sign_rail_platformend
14-5-13 | [INFO] TraderBuilding created and added!: 
14-5-13 | [INFO] obj created: bldr_sign_rail_platformend
14-5-13 | [INFO] TraderBuilding created and added!: 
14-5-13 | [INFO] obj created: bldr_sign_rail_platformend
14-5-13 | [INFO] TraderBuilding created and added!: 
14-6-36 | [INFO] 76561199063202968
14-6-36 | [INFO] false
16-17-38 | [INFO] 76561199013191843
16-17-38 | [INFO] false
16-26-0 | [INFO] 76561199013191843
16-26-0 | [INFO] false
16-36-7 | [INFO] 76561199013191843
16-36-7 | [INFO] false
16-41-0 | [INFO] 76561199013191843
16-41-0 | [INFO] false
17-10-45 | [INFO] 76561199105471341
17-10-45 | [INFO] false
17-17-0 | [INFO] 76561198036774377
17-17-0 | [INFO] false
17-41-53 | [INFO] 76561199013191843
17-41-53 | [INFO] false
