Creation Time: 2021_5_24-8-28-1
8-28-1 | [INFO] SafeZoneCore - Started !
8-28-1 | [INFO] TraderPlus file exist ! loading...
8-28-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
8-28-1 | [INFO] TraderPlus file exist ! loading...
8-28-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
8-28-1 | [INFO] TraderPlus file exist ! loading...
8-28-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
8-28-1 | [INFO] CheckForSpacesToRemove - Started
8-28-1 | [INFO] CheckForSpacesToRemove - Ended
8-28-1 | [INFO] TraderPlus file exist ! loading...
8-28-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
8-28-1 | [INFO] TraderPlusServer - Started
8-28-1 | [INFO] TraderPlusBankingCore - Started !
8-28-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.json
8-28-1 | [INFO] TraderPlusBankingServer - Started
8-28-1 | [INFO] CarLockCore - Started !
8-28-1 | [INFO] CarLockServer - Started
8-28-16 | [INFO] ID_count: 5
8-28-16 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_0.json
8-28-16 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_1.json
8-28-16 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_2.json
8-28-16 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_3.json
8-28-16 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_4.json
8-28-16 | [INFO] obj created: bldr_sign_rail_platformend
8-28-16 | [INFO] TraderBuilding created and added!: 
8-28-16 | [INFO] obj created: bldr_sign_rail_platformend
8-28-16 | [INFO] TraderBuilding created and added!: 
8-28-16 | [INFO] obj created: bldr_sign_rail_platformend
8-28-16 | [INFO] TraderBuilding created and added!: 
8-28-16 | [INFO] obj created: bldr_sign_rail_platformend
8-28-16 | [INFO] TraderBuilding created and added!: 
8-34-26 | [INFO] 76561198036774377
8-34-26 | [INFO] true
8-34-34 | [INFO] GetSafeStatut | Playername:BnYrB TradZoneName:Quick Stop Statut:true
8-34-59 | [INFO] 76561198016874355
8-34-59 | [INFO] false
8-38-4 | [INFO] 76561198038269996
8-38-4 | [INFO] false
11-40-29 | [INFO] 76561198036774377
11-40-29 | [INFO] true
11-40-35 | [INFO] GetSafeStatut | Playername:BnYrB TradZoneName:Quick Stop Statut:true
