Creation Time: 2021_4_24-17-12-1
17-12-1 | [INFO] SafeZoneCore - Started !
17-12-1 | [INFO] TraderPlus file exist ! loading...
17-12-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json ( Files over 500MB~ might have issues sometimes )
17-12-1 | [INFO] TraderPlus file exist ! loading...
17-12-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json ( Files over 500MB~ might have issues sometimes )
17-12-1 | [INFO] TraderPlus file exist ! loading...
17-12-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json ( Files over 500MB~ might have issues sometimes )
17-12-1 | [INFO] CheckForSpacesToRemove - Started
17-12-1 | [INFO] CheckForSpacesToRemove - Ended
17-12-1 | [INFO] TraderPlus file exist ! loading...
17-12-1 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json ( Files over 500MB~ might have issues sometimes )
17-12-1 | [INFO] TraderPlusServer - Started
17-12-1 | [INFO] CarLockCore - Started !
17-12-1 | [INFO] CarLockServer - Started
17-12-15 | [INFO] ID_count: 5
17-12-15 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_0.json ( Files over 500MB~ might have issues sometimes )
17-12-15 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_1.json ( Files over 500MB~ might have issues sometimes )
17-12-15 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_2.json ( Files over 500MB~ might have issues sometimes )
17-12-15 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_3.json ( Files over 500MB~ might have issues sometimes )
17-12-15 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_4.json ( Files over 500MB~ might have issues sometimes )
17-12-15 | [INFO] obj created: bldr_sign_rail_platformend
17-12-15 | [INFO] TraderBuilding created and added!: 
17-12-15 | [INFO] obj created: bldr_sign_rail_platformend
17-12-15 | [INFO] TraderBuilding created and added!: 
17-12-15 | [INFO] obj created: bldr_sign_rail_platformend
17-12-15 | [INFO] TraderBuilding created and added!: 
17-12-15 | [INFO] obj created: bldr_sign_rail_platformend
17-12-15 | [INFO] TraderBuilding created and added!: 
17-13-28 | [INFO] 76561198036774377
17-13-28 | [INFO] false
