Creation Time: 2021_5_13-22-22-4
22-22-4 | [INFO] SafeZoneCore - Started !
22-22-4 | [INFO] TraderPlus file exist ! loading...
22-22-4 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusGeneralConfig.json
22-22-4 | [INFO] TraderPlus file exist ! loading...
22-22-4 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusVehiclesConfig.json
22-22-4 | [INFO] TraderPlus file exist ! loading...
22-22-4 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusPriceConfig.json
22-22-4 | [INFO] CheckForSpacesToRemove - Started
22-22-4 | [INFO] CheckForSpacesToRemove - Ended
22-22-4 | [INFO] TraderPlus file exist ! loading...
22-22-4 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusIDsConfig.json
22-22-4 | [INFO] TraderPlusServer - Started
22-22-4 | [INFO] TraderPlusBankingCore - Started !
22-22-4 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusConfig\TraderPlusBankingConfig.json
22-22-4 | [INFO] TraderPlusBankingServer - Started
22-22-4 | [INFO] CarLockCore - Started !
22-22-4 | [INFO] CarLockServer - Started
22-22-18 | [INFO] ID_count: 5
22-22-18 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_0.json
22-22-18 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_1.json
22-22-18 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_2.json
22-22-18 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_3.json
22-22-18 | [INFO] TraderPlusJsonLoader::LoadFromFile Loaded file: $profile:TraderPlus\TraderPlusDatabase\TraderPlusStock_ID_4.json
22-22-18 | [INFO] obj created: bldr_sign_rail_platformend
22-22-18 | [INFO] TraderBuilding created and added!: 
22-22-18 | [INFO] obj created: bldr_sign_rail_platformend
22-22-18 | [INFO] TraderBuilding created and added!: 
22-22-18 | [INFO] obj created: bldr_sign_rail_platformend
22-22-18 | [INFO] TraderBuilding created and added!: 
22-22-18 | [INFO] obj created: bldr_sign_rail_platformend
22-22-18 | [INFO] TraderBuilding created and added!: 
22-23-28 | [INFO] 76561198036774377
22-23-28 | [INFO] false
22-35-13 | [INFO] 76561198036774377
22-35-13 | [INFO] false
