Creation Time: 2021_3_27-18-1-0
18-1-0 | [INFO] TZToxicZoneCore - Started ! => Loading config...
18-1-0 | [INFO] Checking if old config...
18-1-0 | [INFO] Current config loading...
18-1-0 | [INFO] [LOOTSYSTEM]:LootSpawner - Started !
18-1-0 | [INFO] TZToxicZoneServer - Started
18-1-0 | [INFO] MVTZ Count:1
18-1-16 | [INFO] [TZ STATIC TOXICZONE] - StartParticles
18-1-17 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
18-1-17 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
18-1-17 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
18-1-17 | [INFO] [LOOTSYSTEM]: ToxicChestList equal to 0!
18-1-17 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
18-1-17 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
18-1-17 | [INFO] Cases count:9
18-1-17 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:7903.3 Y:339.05 Z:14637.4
18-1-17 | [INFO] SVD
18-1-17 | [INFO] FAL
18-1-17 | [INFO] Fal_FoldingBttstck
18-1-17 | [INFO] Mag_FAL_20Rnd
18-1-17 | [INFO] AmmoBox_545x39_20Rnd
18-1-17 | [INFO] AmmoBox_556x45_20Rnd
18-1-17 | [INFO] AmmoBox_762x39_20Rnd
18-1-17 | [INFO] AmmoBox_762x54_20Rnd
18-1-17 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
18-1-17 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
18-1-17 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
18-1-17 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
18-1-17 | [INFO] Cases count:16
18-1-17 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1722.44 Y:451.94 Z:13721.4
18-1-17 | [INFO] SVD
18-1-17 | [INFO] PSO1Optic
18-1-17 | [INFO] ToxicCure
18-1-17 | [INFO] AmmoBox_545x39_20Rnd
18-1-17 | [INFO] AmmoBox_556x45_20Rnd
18-1-17 | [INFO] AmmoBox_762x39_20Rnd
18-1-17 | [INFO] AmmoBox_762x54_20Rnd
18-1-17 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
18-1-17 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
18-43-53 | [INFO] m_MovingToxicZoneLocations count:0
18-46-19 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
18-46-19 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
18-46-19 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
18-46-19 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
18-46-19 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
18-46-19 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
18-46-19 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
18-46-19 | [INFO] Cases count:9
18-46-19 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:8029.16 Y:339.823 Z:14642.8
18-46-19 | [INFO] M4A1
18-46-19 | [INFO] Mag_STANAGCoupled_30Rnd
18-46-19 | [INFO] ACOGOptic
18-46-19 | [INFO] M4_MPHndgrd
18-46-19 | [INFO] M4_RISHndgrd
18-46-19 | [INFO] M4_Suppressor
18-46-19 | [INFO] ToxicCure
18-46-19 | [INFO] AmmoBox_545x39_20Rnd
18-46-19 | [INFO] AmmoBox_556x45_20Rnd
18-46-19 | [INFO] AmmoBox_762x39_20Rnd
18-46-19 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
18-46-19 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
18-46-19 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
18-46-19 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
18-46-19 | [INFO] Cases count:16
18-46-19 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1988.6 Y:450.254 Z:13817
18-46-19 | [INFO] SVD
18-46-19 | [INFO] AK74
18-46-19 | [INFO] AK_RailHndgrd_Black
18-46-19 | [INFO] AK74_WoodBttstck
18-46-19 | [INFO] AK_Bayonet
18-46-19 | [INFO] AK_FoldingBttstck_Black
18-46-19 | [INFO] Mag_AK74_30Rnd
18-46-19 | [INFO] ToxicCure
18-46-19 | [INFO] AmmoBox_556x45_20Rnd
18-46-19 | [INFO] AmmoBox_762x39_20Rnd
18-46-19 | [INFO] AmmoBox_762x54_20Rnd
18-46-19 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
18-46-19 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
18-58-35 | [INFO] m_MovingToxicZoneLocations count:0
18-58-50 | [INFO] m_MovingToxicZoneLocations count:0
