Creation Time: 2021_3_26-6-1-3
6-1-3 | [INFO] TZToxicZoneCore - Started ! => Loading config...
6-1-3 | [INFO] Checking if old config...
6-1-3 | [INFO] Current config loading...
6-1-3 | [INFO] [LOOTSYSTEM]:LootSpawner - Started !
6-1-3 | [INFO] TZToxicZoneServer - Started
6-1-3 | [INFO] MVTZ Count:1
6-1-20 | [INFO] [TZ STATIC TOXICZONE] - StartParticles
6-1-21 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
6-1-21 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
6-1-21 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
6-1-21 | [INFO] [LOOTSYSTEM]: ToxicChestList equal to 0!
6-1-21 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
6-1-21 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
6-1-21 | [INFO] Cases count:9
6-1-21 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:7903.3 Y:339.05 Z:14637.4
6-1-21 | [INFO] FAL
6-1-21 | [INFO] Fal_FoldingBttstck
6-1-21 | [INFO] Fal_OeBttstck
6-1-21 | [INFO] Mag_FAL_20Rnd
6-1-21 | [INFO] ACOGOptic
6-1-21 | [INFO] AmmoBox_545x39_20Rnd
6-1-21 | [INFO] AmmoBox_762x39_20Rnd
6-1-21 | [INFO] AmmoBox_762x54_20Rnd
6-1-21 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
6-1-21 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
6-1-21 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
6-1-21 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
6-1-21 | [INFO] Cases count:16
6-1-21 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1696.09 Y:456.485 Z:14179.1
6-1-21 | [INFO] SVD
6-1-21 | [INFO] PSO1Optic
6-1-21 | [INFO] AK74
6-1-21 | [INFO] AK_RailHndgrd_Black
6-1-21 | [INFO] AK74_WoodBttstck
6-1-21 | [INFO] AK_FoldingBttstck_Black
6-1-21 | [INFO] ToxicCure
6-1-21 | [INFO] AmmoBox_545x39_20Rnd
6-1-21 | [INFO] AmmoBox_556x45_20Rnd
6-1-21 | [INFO] AmmoBox_762x39_20Rnd
6-1-21 | [INFO] AmmoBox_762x54_20Rnd
6-1-21 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
6-1-21 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
6-46-21 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
6-46-21 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
6-46-21 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
6-46-21 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
6-46-21 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
6-46-21 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
6-46-21 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
6-46-21 | [INFO] Cases count:9
6-46-21 | [INFO] [LOOTSYSTEM]: A previous case has been found at that location and got deleted!
6-46-21 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:7895.69 Y:344.4 Z:14680.6
6-46-21 | [INFO] AKM
6-46-21 | [INFO] Mag_AKM_30Rnd
6-46-21 | [INFO] AK_PlasticHndgrd
6-46-21 | [INFO] AK_RailHndgrd_Black
6-46-21 | [INFO] AK_Bayonet
6-46-21 | [INFO] AK_FoldingBttstck_Black
6-46-21 | [INFO] AmmoBox_545x39_20Rnd
6-46-21 | [INFO] AmmoBox_556x45_20Rnd
6-46-21 | [INFO] AmmoBox_762x39_20Rnd
6-46-21 | [INFO] AmmoBox_762x54_20Rnd
6-46-21 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
6-46-21 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
6-46-21 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
6-46-21 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
6-46-21 | [INFO] Cases count:16
6-46-21 | [INFO] [LOOTSYSTEM]: A previous case has been found at that location and got deleted!
6-46-21 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1988.6 Y:450.254 Z:13817
6-46-21 | [INFO] AK74
6-46-21 | [INFO] AK_RailHndgrd_Black
6-46-21 | [INFO] AK_Bayonet
6-46-21 | [INFO] AK_FoldingBttstck_Black
6-46-21 | [INFO] Mag_AK74_30Rnd
6-46-21 | [INFO] FAL
6-46-21 | [INFO] Fal_FoldingBttstck
6-46-21 | [INFO] Mag_FAL_20Rnd
6-46-21 | [INFO] AmmoBox_545x39_20Rnd
6-46-21 | [INFO] AmmoBox_556x45_20Rnd
6-46-21 | [INFO] AmmoBox_762x39_20Rnd
6-46-21 | [INFO] AmmoBox_762x54_20Rnd
6-46-21 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
6-46-21 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
7-31-21 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
7-31-21 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
7-31-21 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
7-31-21 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
7-31-21 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
7-31-21 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
7-31-21 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
7-31-21 | [INFO] Cases count:9
7-31-21 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:8028.43 Y:339.823 Z:14642.8
7-31-21 | [INFO] AK74
7-31-21 | [INFO] AK_RailHndgrd_Black
7-31-21 | [INFO] AK74_WoodBttstck
7-31-21 | [INFO] AK_Bayonet
7-31-21 | [INFO] AmmoBox_556x45_20Rnd
7-31-21 | [INFO] AmmoBox_762x39_20Rnd
7-31-21 | [INFO] AmmoBox_762x54_20Rnd
7-31-21 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
7-31-21 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
7-31-21 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
7-31-21 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
7-31-21 | [INFO] Cases count:16
7-31-21 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1888.66 Y:449.046 Z:13704.1
7-31-21 | [INFO] AK74
7-31-21 | [INFO] AK_RailHndgrd_Black
7-31-21 | [INFO] AK74_WoodBttstck
7-31-21 | [INFO] AK_FoldingBttstck_Black
7-31-21 | [INFO] Mag_AK74_30Rnd
7-31-21 | [INFO] FAL
7-31-21 | [INFO] Fal_OeBttstck
7-31-21 | [INFO] AmmoBox_545x39_20Rnd
