Creation Time: 2021_3_6-9-17-7
9-17-7 | [INFO] TZManager - Started !
9-17-8 | [INFO] [LOOTSYSTEM]:LootSpawner - Started !
9-17-8 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
9-17-8 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
9-17-8 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
9-17-8 | [INFO] [LOOTSYSTEM]: ToxicChestList equal to 0!
9-17-8 | [INFO] 1
9-17-8 | [INFO] [LOOTSYSTEM]: ToxicChestSpawned: CrateName: Army1- Position: X:8010.2 Y:340.288 Z:14654.2
9-17-8 | [INFO] AKM
9-17-8 | [INFO] Mag_AKM_30Rnd
9-17-8 | [INFO] PSO1Optic
9-17-8 | [INFO] Mag_AKM_Drum75Rnd
9-17-8 | [INFO] AK_Suppressor
9-17-8 | [INFO] AK_PlasticHndgrd
9-17-8 | [INFO] AK_RailHndgrd_Black
9-17-8 | [INFO] AK_Bayonet
9-17-8 | [INFO] M4A1
9-17-8 | [INFO] M4_CarryHandleOptic
9-17-8 | [INFO] M4_CQBBttstck
9-17-8 | [INFO] M4_MPBttstck
9-17-8 | [INFO] M4_RISHndgrd
9-17-8 | [INFO] ToxicCure
9-17-8 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
9-17-8 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
9-17-8 | [INFO] 1
9-17-8 | [INFO] [LOOTSYSTEM]: ToxicChestSpawned: CrateName: Army1- Position: X:1896.77 Y:448.958 Z:13707.8
9-17-8 | [INFO] AmmoBox_545x39_20Rnd
9-17-8 | [INFO] AmmoBox_556x45_20Rnd
9-17-8 | [INFO] AmmoBox_762x39_20Rnd
9-17-8 | [INFO] AmmoBox_762x54_20Rnd
9-17-8 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
9-17-8 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
9-17-8 | [INFO] TZManager - Started !
9-17-8 | [INFO] TZToxicZone - Started !
9-17-8 | [INFO] DynToxicZone Spawned at X:6572 Y:5000
9-17-8 | [INFO] TZDynToxicZone - Started ! : ID:1
9-17-8 | [INFO] ZelenToNovyRestartMZ:12758
9-17-8 | [INFO] DynTZ.StartX<6572.000000, 276.537415, 5000.000000>
