Creation Time: 2021_3_22-0-4-2
0-4-2 | [INFO] TZToxicZoneCore - Started ! => Loading config...
0-4-2 | [INFO] Checking if old config...
0-4-2 | [INFO] Current config loading...
0-4-2 | [INFO] [LOOTSYSTEM]:LootSpawner - Started !
0-4-2 | [INFO] TZToxicZoneServer - Started
0-4-2 | [INFO] MVTZ Count:1
0-4-18 | [INFO] [TZ STATIC TOXICZONE] - StartParticles
0-4-19 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
0-4-19 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
0-4-19 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
0-4-19 | [INFO] [LOOTSYSTEM]: ToxicChestList equal to 0!
0-4-19 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
0-4-19 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
0-4-19 | [INFO] Cases count:9
0-4-19 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:8029.16 Y:339.823 Z:14642.8
0-4-19 | [INFO] M4A1
0-4-19 | [INFO] Mag_STANAG_30Rnd
0-4-19 | [INFO] ACOGOptic
0-4-19 | [INFO] M4_CarryHandleOptic
0-4-19 | [INFO] M4_CQBBttstck
0-4-19 | [INFO] M4_MPHndgrd
0-4-19 | [INFO] ToxicCure
0-4-19 | [INFO] AmmoBox_545x39_20Rnd
0-4-19 | [INFO] AmmoBox_762x39_20Rnd
0-4-19 | [INFO] AmmoBox_762x54_20Rnd
0-4-19 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
0-4-19 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
0-4-19 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
0-4-19 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
0-4-19 | [INFO] Cases count:16
0-4-19 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1988.6 Y:450.254 Z:13817
0-4-19 | [INFO] AK74
0-4-19 | [INFO] AK_RailHndgrd_Black
0-4-19 | [INFO] AK_Bayonet
0-4-19 | [INFO] AK_Suppressor
0-4-19 | [INFO] Mag_AK74_30Rnd
0-4-19 | [INFO] ToxicCure
0-4-19 | [INFO] AmmoBox_545x39_20Rnd
0-4-19 | [INFO] AmmoBox_556x45_20Rnd
0-4-19 | [INFO] AmmoBox_762x39_20Rnd
0-4-19 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
0-4-19 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
0-4-53 | [INFO] m_MovingToxicZoneLocations count:0
0-5-35 | [INFO] m_MovingToxicZoneLocations count:0
0-6-33 | [INFO] m_MovingToxicZoneLocations count:0
0-8-32 | [INFO] m_MovingToxicZoneLocations count:0
0-9-36 | [INFO] m_MovingToxicZoneLocations count:0
0-19-23 | [INFO] m_MovingToxicZoneLocations count:0
0-31-54 | [INFO] m_MovingToxicZoneLocations count:0
0-49-21 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
0-49-21 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
0-49-21 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
0-49-21 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
0-49-21 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
0-49-21 | [INFO] Cases count:9
0-49-21 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:7895.69 Y:344.4 Z:14680.6
0-49-21 | [INFO] AmmoBox_545x39_20Rnd
0-49-21 | [INFO] AmmoBox_556x45_20Rnd
0-49-21 | [INFO] AmmoBox_762x54_20Rnd
0-49-21 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
0-49-21 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
0-49-21 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
0-49-21 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
0-49-21 | [INFO] Cases count:16
0-49-21 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1988.6 Y:450.254 Z:13817
0-49-21 | [INFO] SVD
0-49-21 | [INFO] Mag_SVD_10Rnd
0-49-21 | [INFO] FAL
0-49-21 | [INFO] Fal_FoldingBttstck
0-49-21 | [INFO] Fal_OeBttstck
0-49-21 | [INFO] ToxicCure
0-49-21 | [INFO] AmmoBox_545x39_20Rnd
0-49-21 | [INFO] AmmoBox_762x39_20Rnd
0-49-21 | [INFO] AmmoBox_762x54_20Rnd
0-49-21 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
0-49-21 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
