Creation Time: 2021_3_31-6-1-9
6-1-9 | [INFO] TZToxicZoneCore - Started ! => Loading config...
6-1-9 | [INFO] Checking if old config...
6-1-9 | [INFO] Current config loading...
6-1-9 | [INFO] [LOOTSYSTEM]:LootSpawner - Started !
6-1-9 | [INFO] TZToxicZoneServer - Started
6-1-9 | [INFO] MVTZ Count:1
6-1-41 | [INFO] [TZ STATIC TOXICZONE] - StartParticles
6-1-42 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
6-1-42 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
6-1-42 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
6-1-42 | [INFO] [LOOTSYSTEM]: ToxicChestList equal to 0!
6-1-42 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
6-1-42 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
6-1-42 | [INFO] Cases count:9
6-1-42 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:8040.3 Y:340.252 Z:14611.3
6-1-42 | [INFO] AKM
6-1-42 | [INFO] Mag_AKM_30Rnd
6-1-42 | [INFO] PSO1Optic
6-1-42 | [INFO] AK_PlasticHndgrd
6-1-42 | [INFO] AK_RailHndgrd_Black
6-1-42 | [INFO] ToxicCure
6-1-42 | [INFO] AmmoBox_556x45_20Rnd
6-1-42 | [INFO] AmmoBox_762x54_20Rnd
6-1-42 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
6-1-42 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
6-1-42 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
6-1-42 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
6-1-42 | [INFO] Cases count:16
6-1-42 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1396.58 Y:464.58 Z:14450.6
6-1-42 | [INFO] AK74
6-1-42 | [INFO] AK_RailHndgrd_Black
6-1-42 | [INFO] AK74_WoodBttstck
6-1-42 | [INFO] AK_FoldingBttstck_Black
6-1-42 | [INFO] AK_Suppressor
6-1-42 | [INFO] Mag_AK74_30Rnd
6-1-42 | [INFO] ToxicCure
6-1-42 | [INFO] AmmoBox_556x45_20Rnd
6-1-42 | [INFO] AmmoBox_762x39_20Rnd
6-1-42 | [INFO] AmmoBox_762x54_20Rnd
6-1-42 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
6-1-42 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
6-5-28 | [INFO] m_MovingToxicZoneLocations count:0
6-5-42 | [INFO] m_MovingToxicZoneLocations count:0
6-46-43 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
6-46-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
6-46-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
6-46-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
6-46-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
6-46-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
6-46-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
6-46-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
6-46-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
6-46-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
6-46-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
6-46-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
6-46-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
6-46-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
6-46-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
6-46-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
6-46-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
6-46-43 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
6-46-43 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
6-46-43 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
6-46-43 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
6-46-43 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
6-46-43 | [INFO] Cases count:9
6-46-43 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:8028.43 Y:339.823 Z:14642.8
6-46-43 | [INFO] SVD
6-46-43 | [INFO] Mag_SVD_10Rnd
6-46-43 | [INFO] AK74
6-46-43 | [INFO] AK_RailHndgrd_Black
6-46-43 | [INFO] AK74_WoodBttstck
6-46-43 | [INFO] AK_Bayonet
6-46-43 | [INFO] AK_FoldingBttstck_Black
6-46-43 | [INFO] Mag_AK74_30Rnd
6-46-43 | [INFO] ToxicCure
6-46-43 | [INFO] AmmoBox_545x39_20Rnd
6-46-43 | [INFO] AmmoBox_556x45_20Rnd
6-46-43 | [INFO] AmmoBox_762x39_20Rnd
6-46-43 | [INFO] AmmoBox_762x54_20Rnd
6-46-43 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
6-46-43 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
6-46-43 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
6-46-43 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
6-46-43 | [INFO] Cases count:16
6-46-43 | [INFO] [LOOTSYSTEM]: A previous case has been found at that location and got deleted!
6-46-43 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1396.58 Y:464.58 Z:14450.6
6-46-43 | [INFO] AK74
6-46-43 | [INFO] AK74_WoodBttstck
6-46-43 | [INFO] AK_Bayonet
6-46-43 | [INFO] AK_FoldingBttstck_Black
6-46-43 | [INFO] Mag_AK74_30Rnd
6-46-43 | [INFO] AmmoBox_545x39_20Rnd
6-46-43 | [INFO] AmmoBox_556x45_20Rnd
6-46-43 | [INFO] AmmoBox_762x54_20Rnd
6-46-43 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
6-46-43 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
7-4-34 | [INFO] m_MovingToxicZoneLocations count:0
7-31-43 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
7-31-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
7-31-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
7-31-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
7-31-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
7-31-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
7-31-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
7-31-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
7-31-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
7-31-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
7-31-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
7-31-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
7-31-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
7-31-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
7-31-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
7-31-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
7-31-43 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
7-31-43 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
7-31-43 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
7-31-43 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
7-31-43 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
7-31-43 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
