Creation Time: 2021_3_28-12-8-9
12-8-9 | [INFO] TZToxicZoneCore - Started ! => Loading config...
12-8-27 | [INFO] AK_Bayonet
12-8-27 | [INFO] M4A1
12-8-27 | [INFO] Mag_STANAG_30Rnd
12-8-27 | [INFO] Mag_STANAGCoupled_30Rnd
12-8-27 | [INFO] ACOGOptic
12-8-27 | [INFO] M4_CarryHandleOptic
12-8-27 | [INFO] M4_CQBBttstck
12-8-27 | [INFO] M4_MPBttstck
12-8-27 | [INFO] M4_MPHndgrd
12-8-27 | [INFO] M4_RISHndgrd
12-8-27 | [INFO] M4_Suppressor
12-8-27 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
12-8-27 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
12-9-56 | [INFO] m_MovingToxicZoneLocations count:0
12-26-44 | [INFO] m_MovingToxicZoneLocations count:0
12-30-1 | [INFO] m_MovingToxicZoneLocations count:0
12-33-15 | [INFO] m_MovingToxicZoneLocations count:0
12-36-8 | [INFO] m_MovingToxicZoneLocations count:0
12-37-18 | [INFO] m_MovingToxicZoneLocations count:0
12-48-3 | [INFO] m_MovingToxicZoneLocations count:0
12-51-6 | [INFO] m_MovingToxicZoneLocations count:0
12-53-29 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
12-53-29 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
12-53-29 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
12-53-29 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
12-53-29 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
12-53-29 | [INFO] Cases count:9
12-53-29 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:7903.3 Y:339.05 Z:14637.4
12-53-29 | [INFO] FAL
12-53-29 | [INFO] Fal_OeBttstck
12-53-29 | [INFO] ToxicCure
12-53-29 | [INFO] AmmoBox_545x39_20Rnd
12-53-29 | [INFO] AmmoBox_556x45_20Rnd
12-53-29 | [INFO] AmmoBox_762x39_20Rnd
12-53-29 | [INFO] AmmoBox_762x54_20Rnd
12-53-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
12-53-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
12-53-29 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
12-53-29 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
12-53-29 | [INFO] Cases count:16
12-53-29 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:1705.52 Y:456.485 Z:14167.8
12-53-29 | [INFO] AKM
12-53-29 | [INFO] PSO1Optic
12-53-29 | [INFO] AK_PlasticHndgrd
12-53-29 | [INFO] AK_RailHndgrd_Black
12-53-29 | [INFO] AK_Bayonet
12-53-29 | [INFO] M4A1
12-53-29 | [INFO] M4_MPBttstck
12-53-29 | [INFO] M4_MPHndgrd
12-53-29 | [INFO] M4_RISHndgrd
12-53-29 | [INFO] ToxicCure
12-53-29 | [INFO] AmmoBox_545x39_20Rnd
12-53-29 | [INFO] AmmoBox_556x45_20Rnd
12-53-29 | [INFO] AmmoBox_762x39_20Rnd
12-53-29 | [INFO] AmmoBox_762x54_20Rnd
12-53-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
12-53-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
13-14-1 | [INFO] m_MovingToxicZoneLocations count:0
13-24-38 | [INFO] m_MovingToxicZoneLocations count:0
13-38-29 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
13-38-29 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
13-38-29 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
13-38-29 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
13-38-29 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
13-38-29 | [INFO] Cases count:9
13-38-29 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:7812.99 Y:356.012 Z:14783.9
13-38-29 | [INFO] M4A1
13-38-29 | [INFO] Mag_STANAG_30Rnd
13-38-29 | [INFO] M4_CQBBttstck
13-38-29 | [INFO] M4_MPHndgrd
13-38-29 | [INFO] M4_RISHndgrd
13-38-29 | [INFO] ToxicCure
13-38-29 | [INFO] AmmoBox_556x45_20Rnd
13-38-29 | [INFO] AmmoBox_762x39_20Rnd
13-38-29 | [INFO] AmmoBox_762x54_20Rnd
13-38-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
13-38-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
13-38-29 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
13-38-29 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
13-38-29 | [INFO] Cases count:16
13-38-29 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:1991.67 Y:450.258 Z:13825.1
13-38-29 | [INFO] AKM
13-38-29 | [INFO] PSO1Optic
13-38-29 | [INFO] Mag_AKM_Drum75Rnd
13-38-29 | [INFO] AK_PlasticHndgrd
13-38-29 | [INFO] AK_RailHndgrd_Black
13-38-29 | [INFO] M4A1
13-38-29 | [INFO] M4_CarryHandleOptic
13-38-29 | [INFO] M4_MPBttstck
13-38-29 | [INFO] M4_RISHndgrd
13-38-29 | [INFO] M4_Suppressor
13-38-29 | [INFO] AmmoBox_545x39_20Rnd
13-38-29 | [INFO] AmmoBox_556x45_20Rnd
13-38-29 | [INFO] AmmoBox_762x39_20Rnd
13-38-29 | [INFO] AmmoBox_762x54_20Rnd
13-38-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
13-38-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
13-39-49 | [INFO] m_MovingToxicZoneLocations count:0
13-45-18 | [INFO] m_MovingToxicZoneLocations count:0
14-8-23 | [INFO] m_MovingToxicZoneLocations count:0
14-12-46 | [INFO] m_MovingToxicZoneLocations count:0
14-14-50 | [INFO] m_MovingToxicZoneLocations count:0
14-15-18 | [INFO] m_MovingToxicZoneLocations count:0
14-16-3 | [INFO] m_MovingToxicZoneLocations count:0
14-16-40 | [INFO] m_MovingToxicZoneLocations count:0
14-23-29 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
14-23-29 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
14-23-29 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
14-23-29 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
14-23-29 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
14-23-29 | [INFO] Cases count:9
14-23-29 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:7928.9 Y:340.478 Z:14670
14-23-29 | [INFO] SVD
14-23-29 | [INFO] Mag_SVD_10Rnd
14-23-29 | [INFO] AK74
14-23-29 | [INFO] AK_RailHndgrd_Black
14-23-29 | [INFO] AK74_WoodBttstck
14-23-29 | [INFO] AK_Bayonet
14-23-29 | [INFO] AK_Suppressor
14-23-29 | [INFO] Mag_AK74_30Rnd
14-23-29 | [INFO] ToxicCure
14-23-29 | [INFO] AmmoBox_545x39_20Rnd
14-23-29 | [INFO] AmmoBox_556x45_20Rnd
14-23-29 | [INFO] AmmoBox_762x39_20Rnd
14-23-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
14-23-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
14-23-29 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
14-23-29 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
14-23-29 | [INFO] Cases count:16
14-23-29 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1396.58 Y:464.58 Z:14450.6
14-23-29 | [INFO] SVD
14-23-29 | [INFO] PSO1Optic
14-23-29 | [INFO] AK74
14-23-29 | [INFO] AK_RailHndgrd_Black
14-23-29 | [INFO] AK74_WoodBttstck
14-23-29 | [INFO] AK_Bayonet
14-23-29 | [INFO] AK_FoldingBttstck_Black
14-23-29 | [INFO] AK_Suppressor
14-23-29 | [INFO] AmmoBox_545x39_20Rnd
14-23-29 | [INFO] AmmoBox_556x45_20Rnd
14-23-29 | [INFO] AmmoBox_762x39_20Rnd
14-23-29 | [INFO] AmmoBox_762x54_20Rnd
14-23-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
14-23-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
14-29-38 | [INFO] m_MovingToxicZoneLocations count:0
14-33-37 | [INFO] m_MovingToxicZoneLocations count:0
14-52-17 | [INFO] m_MovingToxicZoneLocations count:0
14-58-5 | [INFO] m_MovingToxicZoneLocations count:0
14-58-48 | [INFO] m_MovingToxicZoneLocations count:0
15-5-57 | [INFO] m_MovingToxicZoneLocations count:0
15-8-29 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
15-8-29 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
15-8-29 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
15-8-29 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
15-8-29 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
15-8-29 | [INFO] Cases count:9
15-8-29 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:8040.3 Y:340.252 Z:14611.3
15-8-29 | [INFO] AKM
15-8-29 | [INFO] Mag_AKM_30Rnd
15-8-29 | [INFO] PSO1Optic
15-8-29 | [INFO] Mag_AKM_Drum75Rnd
15-8-29 | [INFO] AK_PlasticHndgrd
15-8-29 | [INFO] AK_RailHndgrd_Black
15-8-29 | [INFO] AK_FoldingBttstck_Black
15-8-29 | [INFO] M4A1
15-8-29 | [INFO] Mag_STANAG_30Rnd
15-8-29 | [INFO] M4_CQBBttstck
15-8-29 | [INFO] M4_MPHndgrd
15-8-29 | [INFO] AmmoBox_556x45_20Rnd
15-8-29 | [INFO] AmmoBox_762x39_20Rnd
15-8-29 | [INFO] AmmoBox_762x54_20Rnd
15-8-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
15-8-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
15-8-29 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
15-8-29 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
15-8-29 | [INFO] Cases count:16
15-8-29 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:1705.52 Y:456.485 Z:14167.8
15-8-29 | [INFO] AKM
15-8-29 | [INFO] Mag_AKM_30Rnd
15-8-29 | [INFO] AK_PlasticHndgrd
15-8-29 | [INFO] AK_RailHndgrd_Black
15-8-29 | [INFO] M4A1
15-8-29 | [INFO] Mag_STANAG_30Rnd
15-8-29 | [INFO] Mag_STANAGCoupled_30Rnd
15-8-29 | [INFO] ACOGOptic
15-8-29 | [INFO] M4_CQBBttstck
15-8-29 | [INFO] M4_MPHndgrd
15-8-29 | [INFO] M4_RISHndgrd
15-8-29 | [INFO] ToxicCure
15-8-29 | [INFO] AmmoBox_545x39_20Rnd
15-8-29 | [INFO] AmmoBox_556x45_20Rnd
15-8-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
15-8-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
15-8-39 | [INFO] m_MovingToxicZoneLocations count:0
15-10-23 | [INFO] m_MovingToxicZoneLocations count:0
15-11-43 | [INFO] m_MovingToxicZoneLocations count:0
15-16-56 | [INFO] m_MovingToxicZoneLocations count:0
15-39-19 | [INFO] m_MovingToxicZoneLocations count:0
15-53-29 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
15-53-29 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
15-53-29 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
15-53-29 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
15-53-29 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
15-53-29 | [INFO] Cases count:9
15-53-29 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:7812.99 Y:356.012 Z:14783.9
15-53-29 | [INFO] M4A1
15-53-29 | [INFO] Mag_STANAG_30Rnd
15-53-29 | [INFO] M4_CarryHandleOptic
15-53-29 | [INFO] M4_CQBBttstck
15-53-29 | [INFO] M4_MPBttstck
15-53-29 | [INFO] M4_MPHndgrd
15-53-29 | [INFO] M4_RISHndgrd
15-53-29 | [INFO] ToxicCure
15-53-29 | [INFO] AmmoBox_545x39_20Rnd
15-53-29 | [INFO] AmmoBox_762x39_20Rnd
15-53-29 | [INFO] AmmoBox_762x54_20Rnd
15-53-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
15-53-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
15-53-29 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
15-53-29 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
15-53-29 | [INFO] Cases count:16
15-53-29 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1380.56 Y:464.444 Z:14427.8
15-53-29 | [INFO] SVD
15-53-29 | [INFO] AK74
15-53-29 | [INFO] AK_RailHndgrd_Black
15-53-29 | [INFO] AK74_WoodBttstck
15-53-29 | [INFO] AK_Bayonet
15-53-29 | [INFO] AK_FoldingBttstck_Black
15-53-29 | [INFO] Mag_AK74_30Rnd
15-53-29 | [INFO] ToxicCure
15-53-29 | [INFO] AmmoBox_556x45_20Rnd
15-53-29 | [INFO] AmmoBox_762x39_20Rnd
15-53-29 | [INFO] AmmoBox_762x54_20Rnd
15-53-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
15-53-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
16-38-29 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
16-38-29 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
16-38-29 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
16-38-29 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
16-38-29 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
16-38-29 | [INFO] Cases count:9
16-38-29 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:7832.35 Y:357.1 Z:14794
16-38-29 | [INFO] AK74
16-38-29 | [INFO] AK_Bayonet
16-38-29 | [INFO] AK_Suppressor
16-38-29 | [INFO] Mag_AK74_30Rnd
16-38-29 | [INFO] ToxicCure
16-38-29 | [INFO] AmmoBox_545x39_20Rnd
16-38-29 | [INFO] AmmoBox_556x45_20Rnd
16-38-29 | [INFO] AmmoBox_762x54_20Rnd
16-38-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
16-38-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
16-38-29 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
16-38-29 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
16-38-29 | [INFO] Cases count:16
16-38-29 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:1705.52 Y:456.485 Z:14167.8
16-38-29 | [INFO] M4A1
16-38-29 | [INFO] M4_CarryHandleOptic
16-38-29 | [INFO] M4_CQBBttstck
16-38-29 | [INFO] M4_MPHndgrd
16-38-29 | [INFO] M4_RISHndgrd
16-38-29 | [INFO] M4_Suppressor
16-38-29 | [INFO] AmmoBox_545x39_20Rnd
16-38-29 | [INFO] AmmoBox_556x45_20Rnd
16-38-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
16-38-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
17-23-29 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
17-23-29 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
17-23-29 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
17-23-29 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
17-23-29 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
17-23-29 | [INFO] Cases count:9
17-23-29 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:7812.99 Y:356.012 Z:14783.9
17-23-29 | [INFO] AKM
17-23-29 | [INFO] Mag_AKM_30Rnd
17-23-29 | [INFO] AK_Suppressor
17-23-29 | [INFO] AK_RailHndgrd_Black
17-23-29 | [INFO] AK_Bayonet
17-23-29 | [INFO] ToxicCure
17-23-29 | [INFO] AmmoBox_545x39_20Rnd
17-23-29 | [INFO] AmmoBox_556x45_20Rnd
17-23-29 | [INFO] AmmoBox_762x39_20Rnd
17-23-29 | [INFO] AmmoBox_762x54_20Rnd
17-23-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
17-23-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
17-23-29 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
17-23-29 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
17-23-29 | [INFO] Cases count:16
17-23-29 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:1396.58 Y:464.58 Z:14450.6
17-23-29 | [INFO] SVD
17-23-29 | [INFO] PSO1Optic
17-23-29 | [INFO] AK74
17-23-29 | [INFO] AK74_WoodBttstck
17-23-29 | [INFO] AK_Bayonet
17-23-29 | [INFO] AK_FoldingBttstck_Black
17-23-29 | [INFO] AK_Suppressor
17-23-29 | [INFO] ToxicCure
17-23-29 | [INFO] AmmoBox_545x39_20Rnd
17-23-29 | [INFO] AmmoBox_556x45_20Rnd
17-23-29 | [INFO] AmmoBox_762x39_20Rnd
17-23-29 | [INFO] AmmoBox_762x54_20Rnd
17-23-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
17-23-29 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
17-46-33 | [INFO] m_MovingToxicZoneLocations count:0
