Creation Time: 2021_3_22-6-1-6
6-1-6 | [INFO] TZToxicZoneCore - Started ! => Loading config...
6-1-6 | [INFO] Checking if old config...
6-1-6 | [INFO] Current config loading...
6-1-6 | [INFO] [LOOTSYSTEM]:LootSpawner - Started !
6-1-6 | [INFO] TZToxicZoneServer - Started
6-1-6 | [INFO] MVTZ Count:1
6-1-22 | [INFO] [TZ STATIC TOXICZONE] - StartParticles
6-1-23 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
6-1-23 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
6-1-23 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
6-1-23 | [INFO] [LOOTSYSTEM]: ToxicChestList equal to 0!
6-1-23 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
6-1-23 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
6-1-23 | [INFO] Cases count:9
6-1-23 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:8028.43 Y:339.823 Z:14642.8
6-1-23 | [INFO] SVD
6-1-23 | [INFO] AK74
6-1-23 | [INFO] AK_RailHndgrd_Black
6-1-23 | [INFO] AK_Bayonet
6-1-23 | [INFO] AK_FoldingBttstck_Black
6-1-23 | [INFO] AmmoBox_545x39_20Rnd
6-1-23 | [INFO] AmmoBox_556x45_20Rnd
6-1-23 | [INFO] AmmoBox_762x54_20Rnd
6-1-23 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
6-1-23 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
6-1-23 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
6-1-23 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
6-1-23 | [INFO] Cases count:16
6-1-23 | [INFO] [LOOTSYSTEM]: A previous case has been found at that location and got deleted!
6-1-23 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:1390.25 Y:464.569 Z:14428.6
6-1-23 | [INFO] AKM
6-1-23 | [INFO] Mag_AKM_30Rnd
6-1-23 | [INFO] AK_PlasticHndgrd
6-1-23 | [INFO] AK_FoldingBttstck_Black
6-1-23 | [INFO] ToxicCure
6-1-23 | [INFO] AmmoBox_762x39_20Rnd
6-1-23 | [INFO] AmmoBox_762x54_20Rnd
6-1-23 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
6-1-23 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
6-46-23 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
6-46-23 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
6-46-23 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
6-46-23 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
6-46-23 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
6-46-23 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
6-46-23 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
6-46-23 | [INFO] Cases count:9
6-46-23 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:7903.3 Y:339.05 Z:14637.4
6-46-23 | [INFO] SVD
6-46-23 | [INFO] Mag_SVD_10Rnd
6-46-23 | [INFO] AK74
6-46-23 | [INFO] AK74_WoodBttstck
6-46-23 | [INFO] AK_FoldingBttstck_Black
6-46-23 | [INFO] AmmoBox_545x39_20Rnd
6-46-23 | [INFO] AmmoBox_762x39_20Rnd
6-46-23 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
6-46-23 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
6-46-23 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
6-46-23 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
6-46-23 | [INFO] Cases count:16
6-46-23 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:1896.77 Y:448.958 Z:13707.8
6-46-23 | [INFO] ToxicCure
6-46-23 | [INFO] AmmoBox_556x45_20Rnd
6-46-23 | [INFO] AmmoBox_762x54_20Rnd
6-46-23 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
6-46-23 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
7-31-23 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
7-31-23 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
7-31-23 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
7-31-23 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
7-31-23 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
7-31-23 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZKamensk- IsLootActive=true
7-31-23 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
7-31-23 | [INFO] Cases count:9
7-31-23 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army2- Position: X:7928.9 Y:340.478 Z:14670
7-31-23 | [INFO] SVD
7-31-23 | [INFO] Mag_SVD_10Rnd
7-31-23 | [INFO] AK74
7-31-23 | [INFO] AK_Bayonet
7-31-23 | [INFO] AK_FoldingBttstck_Black
7-31-23 | [INFO] AK_Suppressor
7-31-23 | [INFO] Mag_AK74_30Rnd
7-31-23 | [INFO] FAL
7-31-23 | [INFO] Fal_FoldingBttstck
7-31-23 | [INFO] Fal_OeBttstck
7-31-23 | [INFO] ToxicCure
7-31-23 | [INFO] AmmoBox_545x39_20Rnd
7-31-23 | [INFO] AmmoBox_556x45_20Rnd
7-31-23 | [INFO] AmmoBox_762x39_20Rnd
7-31-23 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
7-31-23 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
7-31-23 | [INFO] [LOOTSYSTEM]: ToxicZoneName:TZTisy- IsLootActive=true
7-31-23 | [INFO] [LOOTSYSTEM]: NumberOfCratePerTime: 1
7-31-23 | [INFO] Cases count:16
7-31-23 | [INFO] [LOOTSYSTEM]: ToxicCase Spawned: CaseName: Army1- Position: X:1678.46 Y:445.741 Z:13823.8
7-31-23 | [INFO] M4A1
7-31-23 | [INFO] ACOGOptic
7-31-23 | [INFO] M4_CQBBttstck
7-31-23 | [INFO] M4_MPBttstck
7-31-23 | [INFO] M4_RISHndgrd
7-31-23 | [INFO] ToxicCure
7-31-23 | [INFO] AmmoBox_545x39_20Rnd
7-31-23 | [INFO] AmmoBox_556x45_20Rnd
7-31-23 | [INFO] AmmoBox_762x39_20Rnd
7-31-23 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
7-31-23 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
8-16-23 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
