Creation Time: 2021_1_20-0-4-1
0-4-1 | [INFO] TZManager - Started !
0-4-17 | [INFO] [LOOTSYSTEM]:LootSpawner - Started !
0-4-17 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
0-4-17 | [INFO] [LOOTSYSTEM]: Creature equal to 0!
0-4-17 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
0-4-17 | [INFO] [LOOTSYSTEM]: ToxicChestList equal to 0!
0-4-17 | [INFO] 1
0-4-17 | [INFO] [LOOTSYSTEM]: ToxicChestSpawned: CrateName: Army1- Position: X:8040.3 Y:340.252 Z:14611.3
0-4-17 | [INFO] AKM
0-4-17 | [INFO] PSO1Optic
0-4-17 | [INFO] AK_PlasticHndgrd
0-4-17 | [INFO] AK_RailHndgrd_Black
0-4-17 | [INFO] AmmoBox_545x39_20Rnd
0-4-17 | [INFO] AmmoBox_556x45_20Rnd
0-4-17 | [INFO] AmmoBox_762x54_20Rnd
0-4-17 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
0-4-17 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
0-4-17 | [INFO] 1
0-4-17 | [INFO] [LOOTSYSTEM]: ToxicChestSpawned: CrateName: Army1- Position: X:1390.25 Y:464.569 Z:14428.6
0-4-17 | [INFO] AKM
0-4-17 | [INFO] Mag_AKM_Drum75Rnd
0-4-17 | [INFO] AK_PlasticHndgrd
0-4-17 | [INFO] AK_RailHndgrd_Black
0-4-17 | [INFO] ToxicCure
0-4-17 | [INFO] AmmoBox_545x39_20Rnd
0-4-17 | [INFO] AmmoBox_762x54_20Rnd
0-4-17 | [INFO] [LOOTSYSTEM] Spawned: Animal_CanisLupus_Greycount: 7
0-4-17 | [INFO] [LOOTSYSTEM] Spawned: Animal_UrsusArctoscount: 1
0-4-17 | [INFO] TZManager - Started !
0-4-17 | [INFO] TZToxicZone - Started !
0-49-51 | [INFO] [LOOTSYSTEM]: [CreatureCleaner] !
0-49-51 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
0-49-51 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
0-49-51 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
0-49-51 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
0-49-51 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
0-49-51 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
0-49-51 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
0-49-51 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
0-49-51 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
0-49-51 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
0-49-51 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
0-49-51 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
0-49-51 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
0-49-51 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
0-49-51 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
0-49-51 | [INFO] [LOOTSYSTEM]: Creature has been deleted!
0-49-51 | [INFO] [LOOTSYSTEM]: [ToxicChestCleaner] !
0-49-51 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
0-49-51 | [INFO] [LOOTSYSTEM]: ToxicChestList has been deleted!
0-49-51 | [INFO] 1
0-49-51 | [INFO] [LOOTSYSTEM]: ToxicChestSpawned: CrateName: Army1- Position: X:7895.69 Y:344.4 Z:14680.6
0-49-51 | [INFO] M4A1
0-49-51 | [INFO] Mag_STANAGCoupled_30Rnd
0-49-51 | [INFO] M4_CarryHandleOptic
0-49-51 | [INFO] M4_CQBBttstck
0-49-51 | [INFO] M4_MPBttstck
